month,days,mean_ssn,max_ssn
1973-05,31,60.258,130.0
1973-06,30,56.133,106.0
1973-07,31,33.226,81.0
1973-08,31,36.613,116.0
1973-09,30,84.067,184.0
1973-10,31,43.742,96.0
1973-11,30,34.3,91.0
1973-12,31,33.323,81.0
1974-01,31,39.355,103.0
1974-02,28,37.25,69.0
1974-03,31,30.903,55.0
1974-04,30,57.467,123.0
1974-05,31,56.29,144.0
1974-06,30,51.467,102.0
1974-07,31,79.129,135.0
1974-08,31,47.903,98.0
1974-09,30,57.167,113.0
1974-10,31,67.161,161.0
1974-11,30,35.9,64.0
1974-12,31,29.613,61.0
1975-01,31,27.323,52.0
1975-02,28,16.679,48.0
1975-03,31,16.871,43.0
1975-04,30,7.667,32.0
1975-05,31,13.065,48.0
1975-06,30,16.733,54.0
1975-07,31,40.387,65.0
1975-08,31,56.742,147.0
1975-09,30,20.333,43.0
1975-10,31,13.581,37.0
1975-11,30,27.9,51.0
1975-12,31,11.581,33.0
1976-01,31,11.871,48.0
1976-02,29,6.448,26.0
1976-03,31,31.452,68.0
1976-04,30,27.333,52.0
1976-05,31,18.226,43.0
1976-06,30,17.933,44.0
1976-07,31,2.935,15.0
1976-08,31,24.097,44.0
1976-09,30,19.967,43.0
1976-10,31,29.742,44.0
1976-11,30,7.867,29.0
1976-12,31,22.323,51.0
1977-01,31,23.806,50.0
1977-02,28,33.25,96.0
1977-03,31,13.0,29.0
1977-04,30,18.967,45.0
1977-05,31,27.0,57.0
1977-06,30,54.9,105.0
1977-07,31,30.613,64.0
1977-08,31,43.0,59.0
1977-09,30,62.367,91.0
1977-10,31,62.065,81.0
1977-11,30,41.567,76.0
1977-12,31,61.387,106.0
1978-01,31,73.677,167.0
1978-02,28,132.571,201.0
1978-03,31,108.355,144.0
1978-04,30,141.233,193.0
1978-05,31,117.065,160.0
1978-06,30,134.633,224.0
1978-07,31,99.677,180.0
1978-08,31,82.419,142.0
1978-09,30,195.667,251.0
1978-10,31,177.129,241.0
1978-11,30,138.533,183.0
1978-12,31,173.871,266.0
1979-01,31,235.871,296.0
1979-02,28,194.714,256.0
1979-03,31,195.29,241.0
1979-04,30,143.733,195.0
1979-05,31,190.323,293.0
1979-06,30,211.7,320.0
1979-07,31,225.677,353.0
1979-08,31,201.355,309.0
1979-09,30,266.9,370.0
1979-10,31,263.613,317.0
1979-11,30,259.533,428.0
1979-12,31,249.613,396.0
1980-01,31,226.065,353.0
1980-02,29,219.414,312.0
1980-03,31,178.677,313.0
1980-04,30,232.233,357.0
1980-05,31,254.677,363.0
1980-06,30,222.667,278.0
1980-07,31,192.935,341.0
1980-08,31,191.71,278.0
1980-09,30,219.567,330.0
1980-10,31,233.258,368.0
1980-11,30,209.533,309.0
1980-12,31,246.935,336.0
1981-01,31,156.645,227.0
1981-02,28,189.893,249.0
1981-03,31,196.645,264.0
1981-04,30,225.333,308.0
1981-05,31,194.677,293.0
1981-06,30,131.6,233.0
1981-07,31,205.323,311.0
1981-08,31,242.452,356.0
1981-09,30,245.267,322.0
1981-10,31,216.161,297.0
1981-11,30,186.033,315.0
1981-12,31,195.387,342.0
1982-01,31,149.774,319.0
1982-02,28,230.929,364.0
1982-03,31,221.065,262.0
1982-04,30,170.267,212.0
1982-05,31,119.29,189.0
1982-06,30,163.733,218.0
1982-07,31,139.387,358.0
1982-08,31,161.935,242.0
1982-09,30,167.367,248.0
1982-10,31,134.323,232.0
1982-11,30,127.467,183.0
1982-12,31,168.968,258.0
1983-01,31,115.484,173.0
1983-02,28,73.071,148.0
1983-03,31,88.677,151.0
1983-04,30,109.567,198.0
1983-05,31,132.516,176.0
1983-06,30,131.467,206.0
1983-07,31,108.903,151.0
1983-08,31,96.0,175.0
1983-09,30,69.933,117.0
1983-10,31,72.516,177.0
1983-11,30,45.667,123.0
1983-12,31,45.645,112.0
1984-01,31,74.839,144.0
1984-02,29,110.172,159.0
1984-03,31,116.742,164.0
1984-04,30,90.4,162.0
1984-05,31,96.871,150.0
1984-06,30,65.1,117.0
1984-07,31,55.677,119.0
1984-08,31,34.968,67.0
1984-09,30,22.6,88.0
1984-10,31,12.613,26.0
1984-11,30,26.467,69.0
1984-12,31,21.387,34.0
1985-01,31,17.839,64.0
1985-02,28,20.714,35.0
1985-03,31,16.871,35.0
1985-04,30,20.367,46.0
1985-05,31,32.419,66.0
1985-06,30,28.3,77.0
1985-07,31,39.935,107.0
1985-08,31,10.129,32.0
1985-09,30,4.333,11.0
1985-10,31,21.968,85.0
1985-11,30,17.867,53.0
1985-12,31,15.839,60.0
1986-01,31,2.774,17.0
1986-02,28,27.893,66.0
1986-03,31,13.839,35.0
1986-04,30,22.4,70.0
1986-05,31,16.129,35.0
1986-06,30,0.567,5.0
1986-07,31,18.097,39.0
1986-08,31,9.903,18.0
1986-09,30,5.067,17.0
1986-10,31,40.129,86.0
1986-11,30,15.367,45.0
1986-12,31,5.774,20.0
1987-01,31,9.806,22.0
1987-02,28,3.393,12.0
1987-03,31,17.387,28.0
1987-04,30,46.0,93.0
1987-05,31,39.129,81.0
1987-06,30,18.767,44.0
1987-07,31,38.161,118.0
1987-08,31,47.935,69.0
1987-09,30,42.2,83.0
1987-10,31,63.387,106.0
1987-11,30,48.833,102.0
1987-12,31,29.097,46.0
1988-01,31,70.484,109.0
1988-02,29,45.448,84.0
1988-03,31,91.194,144.0
1988-04,30,108.767,194.0
1988-05,31,74.161,127.0
1988-06,30,124.267,211.0
1988-07,31,131.387,186.0
1988-08,31,139.419,214.0
1988-09,30,142.733,226.0
1988-10,31,156.452,211.0
1988-11,30,156.767,246.0
1988-12,31,231.194,329.0
1989-01,31,210.097,298.0
1989-02,28,208.679,277.0
1989-03,31,170.355,242.0
1989-04,30,166.267,236.0
1989-05,31,195.419,277.0
1989-06,30,284.533,384.0
1989-07,31,180.516,280.0
1989-08,31,231.968,312.0
1989-09,30,225.067,377.0
1989-10,31,212.161,278.0
1989-11,30,238.167,337.0
1989-12,31,211.419,318.0
1990-01,31,227.419,303.0
1990-02,28,171.821,328.0
1990-03,31,191.677,297.0
1990-04,30,189.7,288.0
1990-05,31,175.194,256.0
1990-06,30,153.333,334.0
1990-07,31,191.129,348.0
1990-08,31,252.097,371.0
1990-09,30,169.1,240.0
1990-10,31,199.355,299.0
1990-11,30,178.833,285.0
1990-12,31,197.097,283.0
1991-01,31,195.323,354.0
1991-02,28,240.25,320.0
1991-03,31,196.968,280.0
1991-04,30,197.567,320.0
1991-05,31,166.903,217.0
1991-06,30,224.733,331.0
1991-07,31,240.161,346.0
1991-08,31,240.774,410.0
1991-09,30,168.9,229.0
1991-10,31,197.129,339.0
1991-11,30,159.533,292.0
1991-12,31,212.613,312.0
1992-01,31,198.258,297.0
1992-02,29,230.69,341.0
1992-03,31,150.968,235.0
1992-04,30,142.233,251.0
1992-05,31,94.29,145.0
1992-06,30,98.533,154.0
1992-07,31,114.226,214.0
1992-08,31,91.903,147.0
1992-09,30,93.967,132.0
1992-10,31,133.355,207.0
1992-11,30,129.567,176.0
1992-12,31,121.968,171.0
1993-01,31,81.387,137.0
1993-02,28,127.786,188.0
1993-03,31,102.419,154.0
1993-04,30,94.433,149.0
1993-05,31,78.774,161.0
1993-06,30,69.633,147.0
1993-07,31,80.419,114.0
1993-08,31,62.548,108.0
1993-09,30,31.167,72.0
1993-10,31,71.065,126.0
1993-11,30,48.167,93.0
1993-12,31,68.387,139.0
1994-01,31,84.871,153.0
1994-02,28,54.857,71.0
1994-03,31,47.452,93.0
1994-04,30,27.367,68.0
1994-05,31,29.806,65.0
1994-06,30,39.7,89.0
1994-07,31,50.581,104.0
1994-08,31,34.323,67.0
1994-09,30,40.467,102.0
1994-10,31,67.129,92.0
1994-11,30,29.467,79.0
1994-12,31,32.194,70.0
1995-01,31,32.613,81.0
1995-02,28,45.821,72.0
1995-03,31,46.323,97.0
1995-04,30,21.6,74.0
1995-05,31,19.387,58.0
1995-06,30,22.5,43.0
1995-07,31,20.387,42.0
1995-08,31,18.226,52.0
1995-09,30,15.7,40.0
1995-10,31,30.613,84.0
1995-11,30,13.967,51.0
1995-12,31,14.903,28.0
1996-01,31,13.323,56.0
1996-02,29,7.69,29.0
1996-03,31,12.613,32.0
1996-04,30,6.767,27.0
1996-05,31,7.613,25.0
1996-06,30,16.5,35.0
1996-07,31,11.806,39.0
1996-08,31,19.677,31.0
1996-09,30,3.033,24.0
1996-10,31,0.677,7.0
1996-11,30,24.933,79.0
1996-12,31,14.0,34.0
1997-01,31,7.419,22.0
1997-02,28,11.0,45.0
1997-03,31,12.097,35.0
1997-04,30,23.0,55.0
1997-05,31,25.387,72.0
1997-06,30,20.767,36.0
1997-07,31,12.871,48.0
1997-08,31,35.71,78.0
1997-09,30,59.733,108.0
1997-10,31,32.806,58.0
1997-11,30,50.433,76.0
1997-12,31,55.516,92.0
1998-01,31,44.516,105.0
1998-02,28,50.214,95.0
1998-03,31,82.0,118.0
1998-04,30,70.567,161.0
1998-05,31,74.0,108.0
1998-06,30,90.533,140.0
1998-07,31,96.677,145.0
1998-08,31,121.065,164.0
1998-09,30,132.033,196.0
1998-10,31,78.484,149.0
1998-11,30,97.333,150.0
1998-12,31,119.194,176.0
1999-01,31,86.0,168.0
1999-02,28,98.0,213.0
1999-03,31,103.548,153.0
1999-04,30,93.567,153.0
1999-05,31,149.613,214.0
1999-06,30,207.2,293.0
1999-07,31,173.516,252.0
1999-08,31,142.323,252.0
1999-09,30,106.3,168.0
1999-10,31,168.742,227.0
1999-11,30,188.267,291.0
1999-12,31,116.774,152.0
2000-01,31,133.097,242.0
2000-02,29,165.655,238.0
2000-03,31,217.742,295.0
2000-04,30,191.5,294.0
2000-05,31,165.903,280.0
2000-06,30,188.033,257.0
2000-07,31,244.323,353.0
2000-08,31,180.452,282.0
2000-09,30,156.033,232.0
2000-10,31,141.581,227.0
2000-11,30,158.1,218.0
2000-12,31,143.29,210.0
2001-01,31,142.613,195.0
2001-02,28,121.464,172.0
2001-03,31,165.806,352.0
2001-04,30,161.7,279.0
2001-05,31,142.097,197.0
2001-06,30,202.933,289.0
2001-07,31,122.968,191.0
2001-08,31,161.516,198.0
2001-09,30,238.167,316.0
2001-10,31,194.065,260.0
2001-11,30,176.567,252.0
2001-12,31,213.419,270.0
2002-01,31,184.645,230.0
2002-02,28,170.179,252.0
2002-03,31,147.097,187.0
2002-04,30,186.933,251.0
2002-05,31,187.484,267.0
2002-06,30,128.767,219.0
2002-07,31,161.0,310.0
2002-08,31,175.613,281.0
2002-09,30,187.867,252.0
2002-10,31,151.194,200.0
2002-11,30,147.167,223.0
2002-12,31,135.323,234.0
2003-01,31,133.452,196.0
2003-02,28,75.679,153.0
2003-03,31,100.71,185.0
2003-04,30,97.867,178.0
2003-05,31,86.839,157.0
2003-06,30,118.7,178.0
2003-07,31,128.323,248.0
2003-08,31,115.387,151.0
2003-09,30,78.467,127.0
2003-10,31,97.839,250.0
2003-11,30,82.9,163.0
2003-12,31,72.226,143.0
2004-01,31,60.613,99.0
2004-02,29,74.621,109.0
2004-03,31,74.774,134.0
2004-04,30,59.233,95.0
2004-05,31,72.806,128.0
2004-06,30,66.5,134.0
2004-07,31,83.839,164.0
2004-08,31,69.742,130.0
2004-09,30,48.767,90.0
2004-10,31,74.161,153.0
2004-11,30,70.1,122.0
2004-12,31,28.935,52.0
2005-01,31,48.065,100.0
2005-02,28,43.536,84.0
2005-03,31,39.645,70.0
2005-04,30,38.733,57.0
2005-05,31,61.935,119.0
2005-06,30,56.767,105.0
2005-07,31,62.387,167.0
2005-08,31,60.484,115.0
2005-09,30,37.2,85.0
2005-10,31,13.161,26.0
2005-11,30,27.5,51.0
2005-12,31,59.258,87.0
2006-01,31,20.903,50.0
2006-02,28,5.714,18.0
2006-03,31,17.29,39.0
2006-04,30,50.267,90.0
2006-05,31,37.226,62.0
2006-06,30,24.5,58.0
2006-07,31,22.161,38.0
2006-08,31,20.774,35.0
2006-09,30,23.7,49.0
2006-10,31,14.871,38.0
2006-11,30,35.7,73.0
2006-12,31,22.323,56.0
2007-01,31,29.258,52.0
2007-02,28,18.429,41.0
2007-03,31,7.194,27.0
2007-04,30,5.433,34.0
2007-05,31,19.548,42.0
2007-06,30,21.333,66.0
2007-07,31,15.097,42.0
2007-08,31,9.774,28.0
2007-09,30,4.033,24.0
2007-10,31,1.516,19.0
2007-11,30,2.833,16.0
2007-12,31,17.29,51.0
2008-01,31,4.129,14.0
2008-02,29,2.862,15.0
2008-03,31,15.548,60.0
2008-04,30,3.6,20.0
2008-05,31,4.581,22.0
2008-06,30,5.167,14.0
2008-07,31,0.613,7.0
2008-08,31,0.323,5.0
2008-09,30,1.167,10.0
2008-10,31,4.161,17.0
2008-11,30,6.633,23.0
2008-12,31,1.032,11.0
2009-01,31,1.323,10.0
2009-02,28,1.179,7.0
2009-03,31,0.645,7.0
2009-04,30,1.233,13.0
2009-05,31,2.935,10.0
2009-06,30,6.3,26.0
2009-07,31,5.516,27.0
2009-08,31,0.0,0.0
2009-09,30,7.1,33.0
2009-10,31,7.677,32.0
2009-11,30,6.867,29.0
2009-12,31,16.323,46.0
2010-01,31,19.452,38.0
2010-02,28,28.5,59.0
2010-03,31,23.968,39.0
2010-04,30,10.367,34.0
2010-05,31,13.903,51.0
2010-06,30,18.8,46.0
2010-07,31,25.226,47.0
2010-08,31,29.645,67.0
2010-09,30,36.367,58.0
2010-10,31,33.645,67.0
2010-11,30,34.367,69.0
2010-12,31,24.548,53.0
2011-01,31,27.323,48.0
2011-02,28,48.286,87.0
2011-03,31,78.645,141.0
2011-04,30,76.1,127.0
2011-05,31,58.194,115.0
2011-06,30,56.067,135.0
2011-07,31,64.516,115.0
2011-08,31,65.839,125.0
2011-09,30,120.133,191.0
2011-10,31,125.677,194.0
2011-11,30,139.067,177.0
2011-12,31,109.29,162.0
2012-01,31,94.419,154.0
2012-02,29,47.759,89.0
2012-03,31,86.645,116.0
2012-04,30,85.9,168.0
2012-05,31,96.484,137.0
2012-06,30,91.967,165.0
2012-07,31,100.129,146.0
2012-08,31,94.774,174.0
2012-09,30,93.7,171.0
2012-10,31,76.548,119.0
2012-11,30,87.633,142.0
2012-12,31,56.806,89.0
2013-01,31,96.065,163.0
2013-02,28,60.929,114.0
2013-03,31,78.323,123.0
2013-04,30,107.333,150.0
2013-05,31,120.161,206.0
2013-06,30,76.7,139.0
2013-07,31,86.161,141.0
2013-08,31,91.774,146.0
2013-09,30,54.467,90.0
2013-10,31,114.355,155.0
2013-11,30,113.867,192.0
2013-12,31,124.161,187.0
2014-01,31,116.968,167.0
2014-02,28,146.071,220.0
2014-03,31,128.742,161.0
2014-04,30,112.467,199.0
2014-05,31,112.452,166.0
2014-06,30,102.867,197.0
2014-07,31,100.194,197.0
2014-08,31,106.935,165.0
2014-09,30,130.0,193.0
2014-10,31,89.968,138.0
2014-11,30,103.633,157.0
2014-12,31,112.871,178.0
2015-01,31,93.032,153.0
2015-02,28,66.714,113.0
2015-03,31,54.548,108.0
2015-04,30,75.333,140.0
2015-05,31,88.839,172.0
2015-06,30,66.467,124.0
2015-07,31,65.839,123.0
2015-08,31,64.419,112.0
2015-09,30,78.567,169.0
2015-10,31,63.645,107.0
2015-11,30,62.167,101.0
2015-12,31,58.032,86.0
2016-01,31,56.968,97.0
2016-02,29,56.379,108.0
2016-03,31,54.065,111.0
2016-04,30,37.9,90.0
2016-05,31,51.516,88.0
2016-06,30,20.533,50.0
2016-07,31,32.355,69.0
2016-08,31,50.161,81.0
2016-09,30,44.633,79.0
2016-10,31,33.419,68.0
2016-11,30,21.4,51.0
2016-12,31,18.484,61.0
2017-01,31,26.065,75.0
2017-02,28,26.429,58.0
2017-03,31,17.677,66.0
2017-04,30,32.3,100.0
2017-05,31,18.935,55.0
2017-06,30,19.233,35.0
2017-07,31,17.806,61.0
2017-08,31,32.581,73.0
2017-09,30,43.7,119.0
2017-10,31,13.194,35.0
2017-11,30,5.7,25.0
2017-12,31,8.161,29.0
2018-01,31,6.806,20.0
2018-02,28,10.679,28.0
2018-03,31,2.452,14.0
2018-04,30,8.933,27.0
2018-05,31,13.129,33.0
2018-06,30,15.567,56.0
2018-07,31,1.581,13.0
2018-08,31,8.71,32.0
2018-09,30,3.333,16.0
2018-10,31,4.935,26.0
2018-11,30,4.933,15.0
2018-12,31,3.129,21.0
2019-01,31,7.71,26.0
2019-02,28,0.821,12.0
2019-03,31,9.419,38.0
2019-04,30,9.067,24.0
2019-05,31,9.903,27.0
2019-06,30,1.167,12.0
2019-07,31,0.871,9.0
2019-08,31,0.484,8.0
2019-09,30,1.1,14.0
2019-10,31,0.387,6.0
2019-11,30,0.467,7.0
2019-12,31,1.516,23.0
2020-01,31,6.194,19.0
2020-02,29,0.207,6.0
2020-03,31,1.484,16.0
2020-04,30,5.2,26.0
2020-05,31,0.194,4.0
2020-06,30,5.833,16.0
2020-07,31,6.065,21.0
2020-08,31,7.484,26.0
2020-09,30,0.6,7.0
2020-10,31,14.645,42.0
2020-11,30,34.533,96.0
2020-12,31,23.129,56.0
2021-01,31,10.419,35.0
2021-02,28,8.214,38.0
2021-03,31,17.161,35.0
2021-04,30,24.5,57.0
2021-05,31,21.226,41.0
2021-06,30,24.967,56.0
2021-07,31,34.258,76.0
2021-08,31,22.0,75.0
2021-09,30,51.3,101.0
2021-10,31,37.355,103.0
2021-11,30,34.767,59.0
2021-12,31,67.452,150.0
2022-01,31,55.29,102.0
2022-02,28,60.857,100.0
2022-03,31,78.613,142.0
2022-04,30,84.033,134.0
2022-05,31,96.516,162.0
2022-06,30,70.333,152.0
2022-07,31,91.419,151.0
2022-08,31,74.645,123.0
2022-09,30,95.967,147.0
2022-10,31,95.452,167.0
2022-11,30,80.5,115.0
2022-12,31,112.806,159.0
2023-01,31,144.355,206.0
2023-02,28,111.286,177.0
2023-03,31,123.323,186.0
2023-04,30,97.567,183.0
2023-05,31,137.419,177.0
2023-06,30,160.5,240.0
2023-07,31,159.968,210.0
2023-08,31,114.774,180.0
2023-09,30,134.233,200.0
2023-10,31,99.871,168.0
2023-11,30,107.133,186.0
2023-12,31,113.548,152.0
2024-01,31,125.968,186.0
2024-02,29,122.966,162.0
2024-03,31,103.71,163.0
2024-04,30,136.967,268.0
2024-05,31,172.097,244.0
2024-06,30,164.1,219.0
2024-07,31,196.806,290.0
2024-08,31,216.032,285.0
2024-09,30,141.1,182.0
2024-10,31,165.774,244.0
2024-11,30,154.1,223.0
2024-12,31,154.581,257.0
2025-01,31,137.0,211.0
2025-02,28,155.714,205.0
2025-03,31,134.161,206.0
2025-04,30,141.4,203.0
2025-05,31,78.516,117.0
2025-06,30,114.633,154.0
2025-07,31,125.903,191.0
2025-08,31,133.71,204.0
2025-09,30,129.7,186.0
2025-10,31,114.839,175.0
2025-11,30,91.733,154.0
2025-12,31,124.161,185.0
2026-01,31,115.0,189.0
2026-02,28,77.429,165.0
2026-03,31,86.645,137.0
2026-04,30,79.3,135.0
2026-05,31,101.452,174.0
2026-06,30,94.367,133.0
